-102.225,-3.126,77.975,-0.998,20.151,-0.158
-103.452,-3.194,78.84,-1.227,20.58,-0.17
-102.046,-3.221,77.947,-1.019,20.189,-0.169
-102.976,-3.231,78.633,-1.209,20.548,-0.173
-101.692,-3.244,77.812,-1.032,20.217,-0.172
-102.407,-3.25,78.383,-1.195,20.524,-0.177
-101.223,-3.266,77.628,-1.041,20.237,-0.178
-101.774,-3.172,78.106,-1.182,20.501,-0.173
-100.665,-3.051,77.348,-1.04,20.248,-0.164
-101.132,-2.902,77.602,-1.156,20.494,-0.155
-100.029,-2.765,76.895,-1.029,20.267,-0.146
-100.33,-2.62,77.14,-1.151,20.486,-0.141
-99.254,-2.434,76.469,-1.051,20.282,-0.127
-99.446,-2.199,76.645,-1.151,20.481,-0.109
-98.403,-2.069,75.996,-1.052,20.297,-0.102
-98.466,-1.99,76.123,-1.148,20.48,-0.103
-97.399,-1.913,75.515,-1.059,20.309,-0.095
-97.365,-1.842,75.598,-1.146,20.477,-0.091
-96.34,-1.859,75.005,-1.065,20.321,-0.096
-96.25,-1.827,75.048,-1.145,20.478,-0.097
-95.282,-1.759,74.362,-1.065,20.341,-0.088
-95.147,-1.747,74.25,-1.141,20.492,-0.094
-94.198,-1.736,73.612,-1.07,20.362,-0.095
-94.04,-1.661,73.462,-1.138,20.507,-0.087
-93.161,-1.66,72.807,-1.072,20.39,-0.088
-93.017,-1.636,72.61,-1.138,20.53,-0.088
-92.153,-1.578,71.915,-1.074,20.424,-0.08
-92.03,-1.665,71.65,-1.138,20.559,-0.087
-91.237,-1.75,70.894,-1.081,20.465,-0.092
-91.097,-1.786,70.539,-1.14,20.598,-0.092
-90.314,-1.857,69.722,-1.087,20.515,-0.097
-90.209,-1.891,69.315,-1.144,20.645,-0.098
-89.462,-1.898,68.471,-1.091,20.57,-0.094
-89.347,-1.941,68.055,-1.148,20.696,-0.102
-88.542,-1.93,67.186,-1.099,20.628,-0.101
-88.369,-1.857,66.79,-1.149,20.745,-0.095
-87.519,-1.82,65.942,-1.104,20.68,-0.093
-87.22,-1.711,65.549,-1.15,20.789,-0.083
-86.306,-1.586,64.736,-1.101,20.725,-0.069
-86.015,-1.478,64.341,-1.147,20.832,-0.064
-85.104,-1.209,63.466,-1.095,20.778,-0.038
-84.725,-0.99,63.048,-1.134,20.881,-0.02
-83.758,-0.789,62.259,-1.09,20.823,-0.006
